mepid,mep,result,group,identifier
4911,Belder,for,ECR,77512
6511,Dzhambazki,for,ECR,77512
6531,Jurek,for,ECR,77512
6667,Marias,for,ECR,77512
5460,Piotrowski,for,ECR,77512
6718,Ruohonen-Lerner,for,ECR,77512
6468,Adinolfi,for,EFDD,77512
6445,Agea,for,EFDD,77512
6480,Aiuto,for,EFDD,77512
6577,Arnott,for,EFDD,77512
6411,Beghin,for,EFDD,77512
6430,Borrelli,for,EFDD,77512
6446,Castaldo,for,EFDD,77512
6494,Corrao,for,EFDD,77512
6472,D'Amato,for,EFDD,77512
6413,Evi,for,EFDD,77512
6470,Ferrara,for,EFDD,77512
6524,Iwaszkiewicz,for,EFDD,77512
6497,Moi,for,EFDD,77512
5875,Paksas,for,EFDD,77512
6482,Pedicini,for,EFDD,77512
6462,von Storch,for,EFDD,77512
6447,Tamburrano,for,EFDD,77512
6412,Valli,for,EFDD,77512
6451,Aliot,for,ENF,77512
6593,Annemans,for,ENF,77512
6382,Arnautu,for,ENF,77512
6555,Atkinson,for,ENF,77512
6394,Bay,for,ENF,77512
6405,Bilde,for,ENF,77512
6179,Bizzotto,for,ENF,77512
5010,Borghezio,for,ENF,77512
6387,Boutonnet,for,ENF,77512
6391,Briois,for,ENF,77512
6731,Ciocca,for,ENF,77512
6384,D'Ornano,for,ENF,77512
6401,Ferrand,for,ENF,77512
6132,Fontana,for,ENF,77512
6450,Goddyn,for,ENF,77512
6630,de Graaff,for,ENF,77512
6404,Jalkh,for,ENF,77512
6629,Kappel,for,ENF,77512
6372,Lebreton,for,ENF,77512
5332,Le Pen Marine,for,ENF,77512
6699,Loiseau,for,ENF,77512
6633,Maeijer,for,ENF,77512
6385,Martin Dominique,for,ENF,77512
6533,Marusik,for,ENF,77512
6627,Mayer Georg,for,ENF,77512
6399,Mélin,for,ENF,77512
6395,Monot,for,ENF,77512
6403,Montel,for,ENF,77512
6123,Obermayr,for,ENF,77512
6474,Philippot,for,ENF,77512
6467,Pretzell,for,ENF,77512
6426,Rebega,for,ENF,77512
5522,Salvini,for,ENF,77512
